temp,humidity,cook_time,pressure,moisture,vibration,speed,label
74.9816047538945,52.41844910800191,15.409971286829496,111.9072284186087,14.483680618066249,8.625129199267779,81.90886421823167,0
98.02857225639664,49.974725773884195,6.136703925178097,102.96462267670965,11.42226662743087,5.450653393474334,91.67713125674217,0
89.2797576724562,40.5692347501716,8.892874804288065,128.22492624319705,11.89538837458324,2.7591904956896722,62.42259127653007,0
83.94633936788146,66.43600020608928,14.27577082658291,90.94892254921191,12.710066922713827,7.629776079490833,50.24251121713853,0
66.24074561769746,58.59744963051773,11.19551885691616,109.39282079994703,13.054800015474225,4.768103221149661,52.319260204882305,0
66.2397808134481,81.94205953944022,15.555707656793196,115.01050074951112,13.63392713815816,6.351647351072474,78.78637808550758,1
62.323344486727976,31.926574828923496,19.340534320788613,121.27822446726908,13.831900434452416,1.9653876115654494,69.72906237940472,0
94.6470458309974,68.63207565330758,4.981293691158357,100.34855152140035,16.83574518231304,6.68425590564393,64.054589168408,1
84.04460046972835,75.77693271069367,15.062651178767036,114.34609538287407,17.64359786239062,4.361954400506119,44.19418551433218,0
88.32290311184181,75.56919415129842,6.915850645745946,95.16007356921413,14.633188121895339,4.00770774746645,91.28189812492323,1
60.823379771832094,83.1644380257315,10.046104365928677,101.77380461809102,23.609446298810923,9.819240209000212,84.67143132551843,1
98.79639408647978,73.74202456976965,3.558666338517377,124.78135656016997,18.297095850084318,4.891875784842226,39.84470212174607,1
93.29770563201687,85.66860369886177,5.3104254989758815,127.49538046654772,21.812153920501103,7.102345403041608,55.717191822149566,1
68.49356442713105,49.95939598925349,8.436213913831295,115.94086734636323,23.86356748631265,6.64954782016457,67.9492465547224,1
67.27299868828402,60.19256500509258,8.813758689895744,98.71759453880925,12.447026718637078,1.9387319579664188,61.803703594007246,0
67.33618039413736,30.84477979697344,18.292948679855627,121.0028894987332,16.41811725573452,7.7313478335788455,57.84570871164169,0
72.1696897183815,30.417455238197473,15.610819457530758,81.29335408627101,16.498156025719133,3.9084328309021887,80.31823282923705,0
80.99025726528951,44.407597227091195,19.5271104591797,85.13729552697106,15.317083756575313,8.190455942770615,33.81524529664862,0
77.27780074568463,36.048431828345116,13.18421567569909,113.06868681876806,10.1335879982746,6.468767043538442,62.99872373881593,0
71.64916560792167,45.61268207614522,7.109133445552406,94.56242876350288,22.239581616671426,3.8538234095814063,48.3527183272721,0
84.47411578889518,40.62259767170384,8.570135508667928,127.5693109200239,11.673389823308542,4.206636642979639,35.923286966433125,0
65.57975442608168,31.711201490318896,8.43721069596344,101.80303060461523,24.932208968826384,7.5835663269972455,62.542101060207585,0
71.68578594140872,84.55824878436297,8.550403570275277,101.46824101945884,21.594377378667723,5.950533836105937,41.99580837493981,0
74.65447373174767,30.49338788333349,14.440390942900866,113.90397550954657,18.700150264097715,7.015159366041837,48.075699732314604,0
78.24279936868143,74.16492866022512,12.023734777537076,118.37842811530948,12.319096266123962,2.4248648896766944,65.49061106570531,0
91.40703845572054,39.12887321517099,9.552211027472953,103.77793690625683,17.730894570898705,8.082790050055767,98.1596285952975,1
67.98695128633439,84.733777319976,5.534526068388182,90.70004508558621,13.916631112867133,3.8835218702353123,77.89785047624892,0
80.56937753654447,83.56775637539315,3.3763657700164806,118.66543213628108,13.784837868146042,6.57875140441906,49.57352587097773,1
83.6965827544817,69.23406878215545,6.720189518990774,96.01756374368138,22.442938740737283,2.0321184271780783,56.768423680276356,0
61.858016508799906,70.3340489880363,4.827013867467581,88.75553846469288,15.70966635939152,3.892782170412703,58.429320662468406,0
84.30179407605753,30.320348518181312,16.35256552448807,111.58200949625066,16.76085705086206,6.839805637599777,40.7546336341064,0
66.82096494749166,89.09229396681613,4.9124652828360515,84.52268334951752,22.644471066701776,3.4678551906122554,41.24579322017765,1
62.60206371941118,82.66995621454886,15.311880034216214,128.56763375430273,11.316859385782639,8.922809770748355,40.38763064411552,1
97.95542149013333,83.70637354380551,9.556197726193405,111.61986322060685,18.919267796365745,6.951055594990783,66.51648964158417,1
98.62528132298237,69.55467222305231,4.247432625644191,129.2947760460878,18.673235220595565,8.83250553967116,77.19302607177957,1
92.33589392465845,50.68721571927219,16.816410840336957,96.9446711739318,16.37821853900013,4.558516320260086,71.35044792275787,0
72.18455076693482,83.61891894542885,12.853719694022427,128.5602580595199,22.446619621361393,1.3058662836220751,98.44370298173439,1
63.90688456025536,47.491015689071546,7.007945718680742,87.27811238643118,24.143350920035388,6.185259670195925,38.81122005803563,0
87.36932106048627,63.76269260053217,18.209579963655354,82.03473861735142,16.980037928704164,4.052741524528351,99.05320844119287,0
77.60609974958405,35.98385834063294,3.7693913357993747,81.64920302273013,16.842205764975994,5.033695383301179,62.667175372152435,0
64.88152939379115,85.317337807965,6.430933339361969,103.24351852996135,17.530955945061173,7.12999192530474,45.30429514439964,0
79.80707640445081,38.4462274662728,15.784797772699637,84.15020987392974,20.846860462495926,7.305982003637846,96.029657820403,1
61.375540844608736,43.49380834382444,15.059424815268116,105.60839420838009,20.020904360484437,1.2480077337923385,62.802931710121484,0
96.37281608315129,63.4880494876929,7.917618793316127,96.37502517544502,13.342524238103305,7.923724055556521,54.31428686473643,0
70.35119926400068,75.8455800127789,4.054422880997313,96.78144962370578,10.95843022899015,5.44167023460471,44.966707267256965,0
86.50089137415928,67.16107835617794,17.587327227824044,111.7804498272585,24.23881194725184,6.01028895992095,48.751281578106145,1
72.46844304357644,43.92803476800937,8.332859847188343,88.15490030758102,13.916046396005564,3.681947666708673,98.54536571590535,0
80.80272084711243,30.05658255164942,6.327128053780509,118.32766851698655,19.578950270358874,4.787504074005229,51.2781407933342,0
81.86841117373119,75.42903481844635,11.77305098013661,109.10154598893173,22.426570041155834,7.393376205813985,98.44641466317235,1
67.39417822102108,89.11243955466563,18.473862387801603,125.74723144237555,14.504151258207795,7.990424226498327,53.1150490628461,1
98.78338511058234,78.59478721836543,3.740291823337381,98.24203268837617,19.53150120485393,4.483955630511803,46.19929259119934,1
91.00531293444459,57.61239708939692,16.018669496525092,129.13574960335626,11.618503617238375,7.220057793861971,42.83549280312931,1
97.57995766256757,84.22603568394639,12.732044874958051,108.79138233570116,24.54897166563491,3.3223915151959424,58.82981536917979,1
95.79309401710594,54.590860387101,10.232634981380887,128.6700978093767,10.872374125759388,8.488203986597636,46.576451397451905,1
83.9159991524434,61.496045054608054,15.649367549786021,81.35303270235576,16.572620107614647,6.4883281501662875,78.78565746789371,0
96.87496940092467,58.627786043741,19.41901521550775,116.3988161206194,18.05228863090035,7.976678644602055,46.78402147547849,1
63.53970008207678,56.857432359931494,6.896505589765747,120.83107621463682,21.857226679950458,5.294393670860626,88.47777914985085,1
67.83931449676581,76.51144615763434,5.442005206226034,82.65866433382438,11.816927756086319,3.0619835648375973,88.38078809417169,1
